

Expanded question: ' What faction of Liberal Party Peter Dutton leads?'
Question: What faction of Liberal Party Peter Dutton leads?
9.070777893066406	Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	<--Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	N/A	Q_4597_0
-4.640566825866699	1983 election.	<--1983 election.	wiki_5421568_38	Q_4597_2
-4.701070308685303	He was re-elected unopposed.	<--He was re-elected unopposed.	wiki_670775_24	Q_4597_2
-4.741671562194824	Bjelke-Petersen was therefore able to govern for the nine weeks until the 1983 election, free from parliamentary scrutiny and the threat of a no confidence motion.	<--Bjelke-Petersen was therefore able to govern for the nine weeks until the 1983 election, free from parliamentary scrutiny and the threat of a no confidence motion.	wiki_5437839_41	Q_4597_2
-4.763237476348877	The Liberal Party and the National Party chose the same candidates who stood in Stafford at the previous election; Terry Gygar̢  who had held the seat from 1974 to 1983̢  and Pat Blake respectively.	<--The Liberal Party and the National Party chose the same candidates who stood in Stafford at the previous election; Terry Gygar̢  who had held the seat from 1974 to 1983̢  and Pat Blake respectively.	wiki_3988973_11	Q_4597_2
-4.798887252807617	He was an Australian Labor Party member of the Australian House of Representatives from 1983 to 1990 and again from 1993 to 1996.	<--He was an Australian Labor Party member of the Australian House of Representatives from 1983 to 1990 and again from 1993 to 1996.	wiki_4390358_1	Q_4597_2
-4.801034927368164	He easily retained his seat in the general election held seven months later.	<--He easily retained his seat in the general election held seven months later.	wiki_4489537_15	Q_4597_2
-4.814491271972656	He was re-elected with a small swing against him, matching the statewide swing against the Government.	<--He was re-elected with a small swing against him, matching the statewide swing against the Government.	wiki_686350_275	Q_4597_2
-4.821971416473389	Thomas James Burns AO (27 October 19314 June 2007) was an Australian politician who led the Australian Labor Party (ALP) in Queensland between 1974 and 1978 and was Deputy Premier of Queensland between 1989 and 1996.	<--Thomas James Burns AO (27 October 19314 June 2007) was an Australian politician who led the Australian Labor Party (ALP) in Queensland between 1974 and 1978 and was Deputy Premier of Queensland between 1989 and 1996.	wiki_5355731_0	Q_4597_2
-4.904211044311523	In 2010 gubernatorial candidate Tom Horner, a former public relations executive and chief of staff to U.S.	<--In 2010 gubernatorial candidate Tom Horner, a former public relations executive and chief of staff to U.S.	wiki_1292565_41	Q_4597_2
-4.906698226928711	In 1989 he ran unsuccessfully as the Liberal candidate against Labor MP Tom Burns in the eastern Brisbane state seat of Lytton.	<--In 1989 he ran unsuccessfully as the Liberal candidate against Labor MP Tom Burns in the eastern Brisbane state seat of Lytton.	wiki_2165556_11	Q_4597_2

To be continued...

History: ['What faction of Liberal Party Peter Dutton leads?\nPeter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.', 'What seat ran for in 1989?\nAt the 1989 Queensland state election, the 19-year-old Peter ran unsuccessfully as the Liberal candidate against Tom Burns, a former state Labor leader, in the safe Labor seat of Lytton.']
Dependency Turn: 
Dependency Entity: Tom Burns
Prev Dialog Mentions: [['Liberal Party', 'Peter Dutton', '"National Right"'], ['Tom Burns', 'Lytton', 'Liberal Party', 'Queensland', 'Peter Dutton', 'Labor']]
Max Score: 3.1617411231994628
Mention-Question Weights: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention-Answer Weights: [0.3038098216056824, 0.3515436053276062, 0.22454509139060974, 0.5448916554450989, 0.09426563233137131, 0.3038098216056824, 0.0813414603471756, 0.3515436053276062, 0.29754072427749634]
Turn-Question Weights: [0.29445773363113403, 0.4252604842185974]
Turn-Answer Weights: [0.442384272813797, 0.48918387293815613]
Max Vars Mention Choice: None
Max Vars Turn Choice: None
Prev Dialog Mention Context: [[['Liberal Party', 'What faction of Liberal Party Peter Dutton leads?\nPeter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.'], ['Peter Dutton', 'Peter Dutton (born 18 November 1970), Australian politician, has been a Liberal member of the Australian House of Representatives representing the Division of Dickson, Queensland since the November 2001 federal election when he defeated high-profile sitting Labor member Cheryl Kernot. Dutton was the Minister for Health and the Minister for Sport from 18 September 2013 and Minister for Immigration and Border Protection from 21 December 2014 in the Abbott Government. Dutton retained his portfolio in the Turnbull Government. On 18 July 2017, he was named Minister for Home Affairs, a newly created portfolio giving him oversight of ASIO, the AFP and Border Force. He previously served as the Minister for Workforce Participation and Minister for Revenue and Assistant Treasurer in the Howard Government. Dutton has been touted as a future Liberal leader.'], ['"National Right"', 'What faction of Liberal Party Peter Dutton leads?\nPeter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.']], [['Tom Burns', 'What seat ran for in 1989?\nAt the 1989 Queensland state election, the 19-year-old Peter ran unsuccessfully as the Liberal candidate against Tom Burns, a former state Labor leader, in the safe Labor seat of Lytton.'], ['Lytton', 'What seat ran for in 1989?\nAt the 1989 Queensland state election, the 19-year-old Peter ran unsuccessfully as the Liberal candidate against Tom Burns, a former state Labor leader, in the safe Labor seat of Lytton.'], ['Liberal Party', 'What seat ran for in 1989?\nAt the 1989 Queensland state election, the 19-year-old Peter ran unsuccessfully as the Liberal candidate against Tom Burns, a former state Labor leader, in the safe Labor seat of Lytton.'], ['Queensland', 'What seat ran for in 1989?\nAt the 1989 Queensland state election, the 19-year-old Peter ran unsuccessfully as the Liberal candidate against Tom Burns, a former state Labor leader, in the safe Labor seat of Lytton.'], ['Peter Dutton', 'Peter Dutton (born 18 November 1970), Australian politician, has been a Liberal member of the Australian House of Representatives representing the Division of Dickson, Queensland since the November 2001 federal election when he defeated high-profile sitting Labor member Cheryl Kernot. Dutton was the Minister for Health and the Minister for Sport from 18 September 2013 and Minister for Immigration and Border Protection from 21 December 2014 in the Abbott Government. Dutton retained his portfolio in the Turnbull Government. On 18 July 2017, he was named Minister for Home Affairs, a newly created portfolio giving him oversight of ASIO, the AFP and Border Force. He previously served as the Minister for Workforce Participation and Minister for Revenue and Assistant Treasurer in the Howard Government. Dutton has been touted as a future Liberal leader.'], ['Labor', 'What seat ran for in 1989?\nAt the 1989 Queensland state election, the 19-year-old Peter ran unsuccessfully as the Liberal candidate against Tom Burns, a former state Labor leader, in the safe Labor seat of Lytton.']]]
Prev Dialog Turn Mention Types: [[{'organization', 'party', 'government'}, {'official', 'leader', 'politician', 'person', 'president'}, {'organization', 'party', 'group', 'government'}], [{'leader', 'politician', 'person'}, {'area', 'region', 'place', 'location'}, {'organization', 'party', 'government'}, {'location', 'region', 'area', 'place', 'province'}, {'official', 'leader', 'politician', 'person', 'president'}, {'organization', 'party', 'government'}]]
Max Answer Entities: ['Nev Warburton', 'ALP', 'Tom Burns']


3.1617411231994628	None	7.527955055236816	In 1984, Tom Burns was elected as Deputy Leader of the ALP with Nev Warburton as Leader.	<--In 1984, Tom Burns was elected as Deputy Leader of the ALP with Nev Warburton as Leader.	N/A	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.3038098216056824, 0.3515436053276062, 0.22454509139060974, 0.5448916554450989, 0.09426563233137131, 0.3038098216056824, 0.0813414603471756, 0.3515436053276062, 0.29754072427749634]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.442384272813797, 0.48918387293815613]
Mention choice: None
Turn choice: None
Answer mentions: ['Nev Warburton', 'ALP', 'Tom Burns']
Answer mention types: None
---
0.551055085659027	None	1.3120359182357788	In 1984, Burns was elected as Deputy Leader of the ALP with Nev Warburton as Leader.	<--In 1984, Burns was elected as Deputy Leader of the ALP with Nev Warburton as Leader.	wiki_5355731_19	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.29047220945358276, 0.34203845262527466, 0.2083681970834732, 0.5516734719276428, 0.08726155757904053, 0.29047220945358276, 0.10470757633447647, 0.34203845262527466, 0.27657777070999146]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.4288512170314789, 0.45843595266342163]
Mention choice: None
Turn choice: None
Answer mentions: ['Tom Burns', 'Nev Warburton', 'ALP']
Answer mention types: None
---
0.33367382526397704	None	0.7944614887237549	During the 1984 election he created a controversy by blaming the appearance of AIDS on what he claimed was the Hawke Labor government's policy of "condoning" homosexuality.	<--During the 1984 election he created a controversy by blaming the appearance of AIDS on what he claimed was the Hawke Labor government's policy of "condoning" homosexuality.	wiki_707449_25	Q_4597_2
Mention to question weight: [0.28117048740386963, 0.3542691171169281, 0.19688524305820465, 0.7610695958137512, 0.1439923793077469, 0.28117048740386963, 0.0688028484582901, 0.3542691171169281, 0.23400597274303436]
Mention to answer weight: [0.20707575976848602, 0.3537501394748688, 0.1277228444814682, 0.3555711805820465, 0.11114750057458878, 0.20707575976848602, 0.19804534316062927, 0.3537501394748688, 0.2347850501537323]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.3447950482368469, 0.40753328800201416]
Mention choice: None
Turn choice: None
Answer mentions: ['Hawke Labor']
Answer mention types: None
---
0.13316124200820922	None	0.317050576210022	She unsuccessfully contested the seat of East Melville at the 1983 election against sitting Liberal Party member Anthony Trethowan, but was more successful in 1986 when she won the seat of Subiaco following the retirement of long-serving Liberal-turned-independent Dr Tom Dadour.	<--She unsuccessfully contested the seat of East Melville at the 1983 election against sitting Liberal Party member Anthony Trethowan, but was more successful in 1986 when she won the seat of Subiaco following the retirement of long-serving Liberal-turned-independent Dr Tom Dadour.	wiki_3181587_22	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695958137512, 0.1439923495054245, 0.28117042779922485, 0.0688028559088707, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.2515218257904053, 0.21340613067150116, 0.04070160165429115, 0.2513018548488617, 0.15267693996429443, 0.2515218257904053, 0.13058927655220032, 0.21340613067150116, 0.08842841535806656]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.283274382352829, 0.48547694087028503]
Mention choice: None
Turn choice: None
Answer mentions: ['Anthony Trethowan', 'Tom Dadour', 'Liberal Party', 'Liberal turned independent', 'Electoral district of East Melville', 'Subiaco']
Answer mention types: None
---
0.03176829636096954	None	0.0756388008594513	Warburton was elected by caucus as the new Labor leader in Queensland on 29 August 1984.	<--Warburton was elected by caucus as the new Labor leader in Queensland on 29 August 1984.	wiki_5415109_9	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.2684640884399414, 0.3269680142402649, 0.09626753628253937, 0.2561260759830475, 0.10170799493789673, 0.2684640884399414, 0.2899410128593445, 0.3269680142402649, 0.38828137516975403]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.368337482213974, 0.4802943170070648]
Mention choice: None
Turn choice: None
Answer mentions: ['Queensland', 'Nev Warburton', 'Australian Labor Party']
Answer mention types: None
---
-0.154993976354599	None	-0.3690332770347595	He was a minister in the Gorton, McMahon and Fraser governments and federal leader of the Liberal Party of Australia and Leader of the Opposition (1983̢  1985 and 1989̢  1990), leading the Coalition opposition to defeat at the 1984 election and the 1990 election.	<--He was a minister in the Gorton, McMahon and Fraser governments and federal leader of the Liberal Party of Australia and Leader of the Opposition (1983̢  1985 and 1989̢  1990), leading the Coalition opposition to defeat at the 1984 election and the 1990 election.	wiki_4489537_1	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695958137512, 0.1439923495054245, 0.28117042779922485, 0.0688028559088707, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.5098541975021362, 0.47926387190818787, 0.19451336562633514, 0.4511294960975647, 0.12042536586523056, 0.5098541975021362, 0.2569429576396942, 0.47926387190818787, 0.3054044544696808]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.5181883573532104, 0.535632312297821]
Mention choice: None
Turn choice: None
Answer mentions: ['Gorton', 'McMahon', 'Liberal Party', 'Fraser', 'Australia']
Answer mention types: None
---
-0.18575866162776947	None	-0.4422825276851654	In 1984, Kernot was elected Queensland Secretary of the Australian Democrats, and later in the year, Queensland State President, a position she held until 1999.	<--In 1984, Kernot was elected Queensland Secretary of the Australian Democrats, and later in the year, Queensland State President, a position she held until 1999.	wiki_5079860_9	Q_4597_2
Mention to question weight: [0.28117048740386963, 0.3542691171169281, 0.19688524305820465, 0.7610695958137512, 0.1439923793077469, 0.28117048740386963, 0.0688028484582901, 0.3542691171169281, 0.23400597274303436]
Mention to answer weight: [0.23017887771129608, 0.29500314593315125, 0.15248465538024902, 0.2598784267902374, 0.10742327570915222, 0.23017887771129608, 0.28513678908348083, 0.29500314593315125, 0.2105700671672821]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.3268418312072754, 0.4546717703342438]
Mention choice: None
Turn choice: None
Answer mentions: ['Democrats', 'Queensland', 'Queensland State', 'Australian Labor Party', 'Cheryl Kernot']
Answer mention types: None
---
-0.2195357072353363	None	-0.5227040648460388	In September 1985, Andrew Peacock, who had led the party to a surprising rebound in the 1984 general election, was replaced as leader of the Liberal party by the then Deputy Leader and Shadow Treasurer John Howard, after a botched effort to remove the latter from the Deputy Leadership and replace him with Queenslander John Moore, resulting in Peacock's resignation.	<--In September 1985, Andrew Peacock, who had led the party to a surprising rebound in the 1984 general election, was replaced as leader of the Liberal party by the then Deputy Leader and Shadow Treasurer John Howard, after a botched effort to remove the latter from the Deputy Leadership and replace him with Queenslander John Moore, resulting in Peacock's resignation.	wiki_4748442_9	Q_4597_2
Mention to question weight: [0.28117045760154724, 0.3542690575122833, 0.19688524305820465, 0.7610694766044617, 0.1439923644065857, 0.28117045760154724, 0.06880281865596771, 0.3542690575122833, 0.23400600254535675]
Mention to answer weight: [0.36553439497947693, 0.36256587505340576, 0.0867498442530632, 0.20095470547676086, -0.013981123454868793, 0.36553439497947693, 0.11155088990926743, 0.36256587505340576, 0.21339575946331024]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.47196701169013977, 0.44594836235046387]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal party', 'John Howard', 'Peacock', 'Andrew Peacock', 'Leadership', 'John Moore']
Answer mention types: None
---
-0.547950074672699	None	-1.3046430349349976	Webster was re-elected at the 1981 election but was defeated in 1984 by Liberal candidate John Booth.	<--Webster was re-elected at the 1981 election but was defeated in 1984 by Liberal candidate John Booth.	wiki_4737589_12	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.3578779697418213, 0.07407431304454803, 0.08856819570064545, 0.13970503211021423, 0.08532732725143433, 0.3578779697418213, -0.0046985396184027195, 0.07407431304454803, 0.11338874697685242]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.13957026600837708, 0.36162301898002625]
Mention choice: None
Turn choice: None
Answer mentions: ['Webster', 'John Booth', 'Liberal Party']
Answer mention types: None
---
-0.5538019108772277	None	-1.3185759782791138	He served as Secretary to the Treasury between 1979 and 1984, and as a Senator for Queensland representing the National Party from 1987 to 1990.	<--He served as Secretary to the Treasury between 1979 and 1984, and as a Senator for Queensland representing the National Party from 1987 to 1990.	wiki_4635087_1	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.210737943649292, 0.4056471884250641, 0.20675764977931976, 0.270408034324646, 0.06669384241104126, 0.210737943649292, 0.37706446647644043, 0.4056471884250641, 0.19074714183807373]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.4448186457157135, 0.4853943884372711]
Mention choice: None
Turn choice: None
Answer mentions: ['Treasury', 'Queensland', 'National Party']
Answer mention types: None
---
-0.5624975037574768	None	-1.3392797708511353	After failing to gain victory as ALP candidate for the 1981 Wentworth by-election (which was won by the Liberals' candidate Peter Coleman, former Leader of the NSW Opposition), Tickner was successful in entering the federal parliament at the 1984 Hughes by-election.	<--After failing to gain victory as ALP candidate for the 1981 Wentworth by-election (which was won by the Liberals' candidate Peter Coleman, former Leader of the NSW Opposition), Tickner was successful in entering the federal parliament at the 1984 Hughes by-election.	wiki_4386550_7	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695958137512, 0.1439923495054245, 0.28117042779922485, 0.0688028559088707, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.3166920840740204, 0.3677673935890198, 0.11149069666862488, 0.2861074209213257, 0.06632336974143982, 0.3166920840740204, 0.12416298687458038, 0.3677673935890198, 0.186794251203537]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.4005257189273834, 0.567594587802887]
Mention choice: None
Turn choice: None
Answer mentions: ['Peter Coleman', 'ALP', 'Robert Tickner', 'Hughes', 'Liberals', 'NSW Opposition']
Answer mention types: None
---
-0.5926623630523682	None	-1.4111008644104004	Following the ousting of Askin's successor, Tom Lewis, by the party, Willis was elected as the Parliamentary Leader of the Liberal Party and subsequently became Premier.	<--Following the ousting of Askin's successor, Tom Lewis, by the party, Willis was elected as the Parliamentary Leader of the Liberal Party and subsequently became Premier.	wiki_1826943_8	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690873146057, 0.19688521325588226, 0.7610695362091064, 0.1439923495054245, 0.28117042779922485, 0.06880280375480652, 0.3542690873146057, 0.23400592803955078]
Mention to answer weight: [0.49073469638824463, 0.34580743312835693, 0.11105138808488846, 0.3887353837490082, 0.06455864757299423, 0.49073469638824463, 0.08717335015535355, 0.34580743312835693, 0.26086312532424927]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.39081934094429016, 0.42113617062568665]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal Party', 'Askin', 'Tom Lewis', 'Eric Willis']
Answer mention types: None
---
-0.6006991124153137	None	-1.4302359819412231	Yet he was a highly popular figure among conservative voters and over the course of his 19 years as premier he tripled the number of people who voted for his party and doubled the party's percentage vote, reducing his Liberal coalition partners to a mere six seats in the 1983 election.	<--Yet he was a highly popular figure among conservative voters and over the course of his 19 years as premier he tripled the number of people who voted for his party and doubled the party's percentage vote, reducing his Liberal coalition partners to a mere six seats in the 1983 election.	wiki_2126475_5	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695958137512, 0.1439923495054245, 0.28117042779922485, 0.0688028559088707, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.35027167201042175, 0.2975245416164398, 0.14231657981872559, 0.28577980399131775, 0.09696954488754272, 0.35027167201042175, 0.19597119092941284, 0.2975245416164398, 0.17487047612667084]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.402787983417511, 0.43507152795791626]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal']
Answer mention types: None
---
-0.6021095252037049	None	-1.4335941076278687	Although the seat is ancestrally Liberal, Labor held the seat until the 1984 election, when the Liberals retook the seat.	<--Although the seat is ancestrally Liberal, Labor held the seat until the 1984 election, when the Liberals retook the seat.	wiki_4737589_6	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.4195859432220459, 0.2092459350824356, 0.14727801084518433, 0.1645645797252655, 0.278457909822464, 0.4195859432220459, 0.19205161929130554, 0.2092459350824356, 0.32388848066329956]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.40170758962631226, 0.5327151417732239]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberals', 'Liberal, Labor']
Answer mention types: None
---
-0.6689836692810058	None	-1.592818260192871	In the 1984 federal election, the National Party had polled only 10.63% of the vote and won 21 seats, compared to 45 for the Liberal Party and 82 for Labor.	<--In the 1984 federal election, the National Party had polled only 10.63% of the vote and won 21 seats, compared to 45 for the Liberal Party and 82 for Labor.	wiki_689687_21	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690873146057, 0.19688521325588226, 0.7610695362091064, 0.1439923495054245, 0.28117042779922485, 0.06880280375480652, 0.3542690873146057, 0.23400592803955078]
Mention to answer weight: [0.5059762597084045, 0.18550309538841248, 0.3761342763900757, 0.16238656640052795, 0.1179593876004219, 0.5059762597084045, 0.15634828805923462, 0.18550309538841248, 0.27154412865638733]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.3946276307106018, 0.46527987718582153]
Mention choice: None
Turn choice: None
Answer mentions: ['National Party', 'The Australian Labor Party', 'Liberal Party']
Answer mention types: None
---
-0.6884391045570373	None	-1.6391407251358032	Slipper first won Fisher as a National candidate in 1984.	<--Slipper first won Fisher as a National candidate in 1984.	wiki_2167782_17	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690873146057, 0.19688521325588226, 0.7610694766044617, 0.1439923644065857, 0.28117042779922485, 0.06880287081003189, 0.3542690873146057, 0.23400594294071198]
Mention to answer weight: [0.16897253692150116, 0.196184903383255, 0.14869897067546844, 0.20913933217525482, 0.07246795296669006, 0.16897253692150116, 0.015501878224313259, 0.196184903383255, 0.09640849381685257]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.21609802544116974, 0.4169228672981262]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal National Party of Queensland', 'Fisher']
Answer mention types: None
---
-0.739857087135315	None	-1.7615644931793213	A by-election was held in the Legislative Assembly of Queensland seat of Stafford on 4 August 1984.	<--A by-election was held in the Legislative Assembly of Queensland seat of Stafford on 4 August 1984.	wiki_3988973_0	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.2647823691368103, 0.26295021176338196, 0.129058837890625, 0.1821860522031784, 0.20257993042469025, 0.2647823691368103, 0.3572535812854767, 0.26295021176338196, 0.1990393102169037]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.31762170791625977, 0.5357473492622375]
Mention choice: None
Turn choice: None
Answer mentions: ['Legislative Assembly of Queensland', 'Stafford state by-election, 1984']
Answer mention types: None
---
-0.8161181116104126	None	-1.9431383609771729	Remaining Deputy Leader of the parliamentary party, Howard became Deputy Leader of the Opposition and the Liberal Party were defeated by Hawke's Labor Government at the 1984 election.	<--Remaining Deputy Leader of the parliamentary party, Howard became Deputy Leader of the Opposition and the Liberal Party were defeated by Hawke's Labor Government at the 1984 election.	wiki_823062_70	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542691171169281, 0.19688524305820465, 0.7610695958137512, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542691171169281, 0.23400597274303436]
Mention to answer weight: [0.5119226574897766, 0.25449880957603455, 0.13959676027297974, 0.20195122063159943, 0.04355379194021225, 0.5119226574897766, 0.16362719237804413, 0.25449880957603455, 0.33112484216690063]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.3744273781776428, 0.47569751739501953]
Mention choice: None
Turn choice: None
Answer mentions: ['John Howard', 'Liberal Party', "Hawke's Labor Government"]
Answer mention types: None
---
-0.9249521112442016	None	-2.2022669315338135	The result of the election was a clear victory for Labor despite a net loss of 7 seats: The results gave Labor a parliamentary buffer of 3 seats plus the usual support of Tom Armstrong.	<--The result of the election was a clear victory for Labor despite a net loss of 7 seats: The results gave Labor a parliamentary buffer of 3 seats plus the usual support of Tom Armstrong.	wiki_3872498_22	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690873146057, 0.19688521325588226, 0.7610695362091064, 0.1439923495054245, 0.28117042779922485, 0.06880280375480652, 0.3542690873146057, 0.23400592803955078]
Mention to answer weight: [0.31759440898895264, 0.25964248180389404, 0.12003482133150101, 0.18294662237167358, 0.15690237283706665, 0.31759440898895264, 0.15933586657047272, 0.25964248180389404, 0.4024565517902374]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.33935195207595825, 0.4105437994003296]
Mention choice: None
Turn choice: None
Answer mentions: ['Labor', 'Labor', 'Tom Armstrong']
Answer mention types: None
---
-0.9545667743682861	None	-2.272778034210205	After the 1961 redistribution, Toms elected to contest the new seat of Bayswater at the 1962 election, whilst Oldfield, who had since joined the Labor party, won Maylands, but narrowly lost it three years later.	<--After the 1961 redistribution, Toms elected to contest the new seat of Bayswater at the 1962 election, whilst Oldfield, who had since joined the Labor party, won Maylands, but narrowly lost it three years later.	wiki_3319753_11	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688518345355988, 0.7610695958137512, 0.1439923495054245, 0.28117042779922485, 0.06880281865596771, 0.3542690575122833, 0.23400595784187317]
Mention to answer weight: [0.1697538048028946, 0.16527743637561798, 0.020120926201343536, 0.22187797725200653, 0.14680291712284088, 0.1697538048028946, 0.11660252511501312, 0.16527743637561798, 0.12926551699638367]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.26767003536224365, 0.45123395323753357]
Mention choice: None
Turn choice: None
Answer mentions: ['Labor party', 'Bayswater', 'Oldfield', 'Toms']
Answer mention types: None
---
-1.067677574157715	None	-2.5420894622802734	He was President of the Queensland Party twice; from 1973 to 1976 and again from 1984 to 1990.	<--He was President of the Queensland Party twice; from 1973 to 1976 and again from 1984 to 1990.	wiki_3096559_16	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.3043176233768463, 0.345689594745636, 0.131283700466156, 0.32555222511291504, 0.033527713268995285, 0.3043176233768463, 0.2739877998828888, 0.345689594745636, 0.20197385549545288]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.38702133297920227, 0.5421196222305298]
Mention choice: None
Turn choice: None
Answer mentions: ['The Queensland Party']
Answer mention types: None
---
-1.0760542345046997	None	-2.5620338916778564	He was a Labor member of the Australian House of Representatives from 1983 to 1984, a prominent barrister in Darwin afterwards, the author of the controversial 1999 Reeves Report on Aboriginal land rights, and has been a Judge of the Federal Court of Australia since November 2007.	<--He was a Labor member of the Australian House of Representatives from 1983 to 1984, a prominent barrister in Darwin afterwards, the author of the controversial 1999 Reeves Report on Aboriginal land rights, and has been a Judge of the Federal Court of Australia since November 2007.	wiki_4214782_1	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695958137512, 0.1439923495054245, 0.28117042779922485, 0.0688028559088707, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.21550554037094116, 0.4338277578353882, 0.12053356319665909, 0.38836073875427246, 0.1166214793920517, 0.21550554037094116, 0.26605135202407837, 0.4338277578353882, 0.3818792700767517]
