

Expanded question: ' What position Steve Bullock had worked in 1996?'
Question: What position Steve Bullock had worked in 1996?
8.243512153625488	In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	<--In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	N/A	Q_6437_0
5.407096862792969	Gianforte campaign spokesman Shane Scanlon said in a statement that Jacobs  entered the office without permission, aggressively shoved a recorder in Greg s face, and began asking badgering questions.	<--Gianforte campaign spokesman Shane Scanlon said in a statement that Jacobs  entered the office without permission, aggressively shoved a recorder in Greg s face, and began asking badgering questions.	news_397243_24	Q_6437_4
5.300717830657959	Greg and Susan Gianforte donated more than $10,000 to Zinke's 2016 congressional campaign and another $10,000 to joint Zinke-Daines PAC, according to federal records.	<--Greg and Susan Gianforte donated more than $10,000 to Zinke's 2016 congressional campaign and another $10,000 to joint Zinke-Daines PAC, according to federal records.	news_693956_67	Q_6437_4
5.2822794914245605	Greg Gianforte was in a private office preparing for an interview with Fox News when Guardian newspaper reporter Ben Jacobs came in without permission, campaign spokesman Shane Scanlon said.	<--Greg Gianforte was in a private office preparing for an interview with Fox News when Guardian newspaper reporter Ben Jacobs came in without permission, campaign spokesman Shane Scanlon said.	news_395900_1	Q_6437_4
5.266081809997559	"Tonight, as Greg was giving a separate interview in a private office, The Guardian's Ben Jacobs entered the office without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions," the campaign said.	<--"Tonight, as Greg was giving a separate interview in a private office, The Guardian's Ben Jacobs entered the office without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions," the campaign said.	news_395764_9	Q_6437_4
5.178785800933838	Gianforte's campaign spokesman claimed in a statement that Jacobs interrupted an interview "without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions."	<--Gianforte's campaign spokesman claimed in a statement that Jacobs interrupted an interview "without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions."	news_395766_14	Q_6437_4
5.178785800933838	Gianforte's campaign spokesman claimed in a statement that Jacobs interrupted an interview "without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions."	<--Gianforte's campaign spokesman claimed in a statement that Jacobs interrupted an interview "without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions."	news_395801_14	Q_6437_4
5.154015064239502	CLF invested $2.5 million in Montana to promote Greg Gianforte to the U.S. House of Representatives.	<--CLF invested $2.5 million in Montana to promote Greg Gianforte to the U.S. House of Representatives.	wiki_4595242_18	Q_6437_4
4.999409198760986	Reuters Montana Republican congressional candidate Greg Gianforte greets voters while campaigning for a special election in Missoula, Montana, U.S. May 24, 2017 in this still image from video.	<--Reuters Montana Republican congressional candidate Greg Gianforte greets voters while campaigning for a special election in Missoula, Montana, U.S. May 24, 2017 in this still image from video.	news_398917_9	Q_6437_4
4.966753959655762	Mail icon Greg Gianforte was in a private office giving an interview when Guardian newspaper reporter Ben Jacobs went into the office without permission, campaign spokesman Shane Scanlon said.	<--Mail icon Greg Gianforte was in a private office giving an interview when Guardian newspaper reporter Ben Jacobs went into the office without permission, campaign spokesman Shane Scanlon said.	news_395771_2	Q_6437_4
4.9262213706970215	The Democratic Congressional Campaign Committee spokesman Tyler Law says the Republican Party should publicly denounce Greg Gianforte and apologize for the millions of dollars they spent on his behalf.	<--The Democratic Congressional Campaign Committee spokesman Tyler Law says the Republican Party should publicly denounce Greg Gianforte and apologize for the millions of dollars they spent on his behalf.	news_395992_37	Q_6437_4
4.8597822189331055	Scanlon later issued a statement saying that Jacobs "entered the [campaign] office without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions."	<--Scanlon later issued a statement saying that Jacobs "entered the [campaign] office without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions."	news_395841_27	Q_6437_4
4.859777450561523	Scanlon later issued a statement saying that Jacobs "entered the [campaign] office without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions."	<--Scanlon later issued a statement saying that Jacobs "entered the [campaign] office without permission, aggressively shoved a recorder in Greg's face, and began asking badgering questions."	news_395759_25	Q_6437_4
4.800117015838623	Donald Trump Jr. will target more than just Montana's Republican voters when he helps technology entrepreneur Greg Gianforte campaign for an open U.S. House seat.	<--Donald Trump Jr. will target more than just Montana's Republican voters when he helps technology entrepreneur Greg Gianforte campaign for an open U.S. House seat.	news_310711_2	Q_6437_4
4.786626815795898	U.S. Rep. Greg Gianforte is pinning his third campaign in two years on Montana residents being better off economically since President Donald Trump took office and that the voters will give him some of the credit.	<--U.S. Rep. Greg Gianforte is pinning his third campaign in two years on Montana residents being better off economically since President Donald Trump took office and that the voters will give him some of the credit.	news_1432650_1	Q_6437_4
4.636608123779297	Published: May 25, 2017 2:03 a.m. ET Share Congressional candidate Greg Gianforte allegedly flew into a rage as he was being questioned Getty Images Republican congressional candidate Greg Gianforte has been campaigning in Montana ahead of a May 25 special election.	<--Published: May 25, 2017 2:03 a.m. ET Share Congressional candidate Greg Gianforte allegedly flew into a rage as he was being questioned Getty Images Republican congressional candidate Greg Gianforte has been campaigning in Montana ahead of a May 25 special election.	news_396138_0	Q_6437_4
4.549577236175537	The altercation, which took place at Greg Gianforte's campaign headquarters in Bozeman, Montana, took place the night before the state's special election.	<--The altercation, which took place at Greg Gianforte's campaign headquarters in Bozeman, Montana, took place the night before the state's special election.	news_395764_2	Q_6437_4
4.3758745193481445	Republican congressional candidate Greg Gianforte talks with supporters during a campaign meet and greet at Lions Park on Tuesday in Great Falls, Montana.	<--Republican congressional candidate Greg Gianforte talks with supporters during a campaign meet and greet at Lions Park on Tuesday in Great Falls, Montana.	news_398382_0	Q_6437_4
4.3758745193481445	Republican congressional candidate Greg Gianforte talks with supporters during a campaign meet and greet at Lions Park on Tuesday in Great Falls, Montana.	<--Republican congressional candidate Greg Gianforte talks with supporters during a campaign meet and greet at Lions Park on Tuesday in Great Falls, Montana.	news_398444_0	Q_6437_4
4.348919868469238	Republican Greg Gianforte, right, welcomes Donald Trump Jr., the president's son, onto the stage at a rally during the campaign.	<--Republican Greg Gianforte, right, welcomes Donald Trump Jr., the president's son, onto the stage at a rally during the campaign.	news_399215_17	Q_6437_4
4.339050769805908	Her account contradicts a statement issued by Mr Gianforte's campaign which said that reporter "grabbed Greg's wrist" as the candidate tried to grab a phone "pushed in his face."	<--Her account contradicts a statement issued by Mr Gianforte's campaign which said that reporter "grabbed Greg's wrist" as the candidate tried to grab a phone "pushed in his face."	news_397496_16	Q_6437_4
4.260138988494873	Trump greets Representative Greg Gianforte on stage at a campaign rally in Missoula, Mont. on Thursday.	<--Trump greets Representative Greg Gianforte on stage at a campaign rally in Missoula, Mont. on Thursday.	news_1402539_2	Q_6437_4
4.135781764984131	The altercation between Greg Gianforte and reporter Ben Jacobs took place at a campaign event at Gianforte's headquarters in the city of Bozeman, Montana, the Guardian said.	<--The altercation between Greg Gianforte and reporter Ben Jacobs took place at a campaign event at Gianforte's headquarters in the city of Bozeman, Montana, the Guardian said.	news_395883_4	Q_6437_4
4.110501766204834	At a campaign rally in Missoula, Trump lauded Rep. Greg Gianforte, who pleaded guilty to misdemeanor assault for an attack on Guardian reporter Ben Jacobs.	<--At a campaign rally in Missoula, Trump lauded Rep. Greg Gianforte, who pleaded guilty to misdemeanor assault for an attack on Guardian reporter Ben Jacobs.	news_1401730_2	Q_6437_4
4.096000671386719	Greg Gianforte, right, with Donald Trump Jr at a rally in East Helena, Montana, earlier in May Credit: AP "It's unfortunate that this aggressive behavior from a liberal journalist created this scene at our campaign volunteer BBQ."	<--Greg Gianforte, right, with Donald Trump Jr at a rally in East Helena, Montana, earlier in May Credit: AP "It's unfortunate that this aggressive behavior from a liberal journalist created this scene at our campaign volunteer BBQ."	news_396131_24	Q_6437_4
3.948895215988159	At a campaign rally in Missoula Thursday, Trump lauded Rep. Greg Gianforte, who pleaded guilty to misdemeanor assault for an attack on Guardian reporter Ben Jacobs.	<--At a campaign rally in Missoula Thursday, Trump lauded Rep. Greg Gianforte, who pleaded guilty to misdemeanor assault for an attack on Guardian reporter Ben Jacobs.	news_1401838_2	Q_6437_4
3.9192540645599365	And while both GOP nominee Greg Gianforte and Democratic nominee Rob Quist still hew closely to local and state issues on the campaign trail   like public lands, gun rights and agricultural concerns   the charged national environment and the Republican health care bill, in particular, are playing critical roles in motivating their differing bases in the closing days.	<--And while both GOP nominee Greg Gianforte and Democratic nominee Rob Quist still hew closely to local and state issues on the campaign trail   like public lands, gun rights and agricultural concerns   the charged national environment and the Republican health care bill, in particular, are playing critical roles in motivating their differing bases in the closing days.	news_394424_4	Q_6437_4
3.9192540645599365	And while both GOP nominee Greg Gianforte and Democratic nominee Rob Quist still hew closely to local and state issues on the campaign trail   like public lands, gun rights and agricultural concerns   the charged national environment and the Republican health care bill, in particular, are playing critical roles in motivating their differing bases in the closing days.	<--And while both GOP nominee Greg Gianforte and Democratic nominee Rob Quist still hew closely to local and state issues on the campaign trail   like public lands, gun rights and agricultural concerns   the charged national environment and the Republican health care bill, in particular, are playing critical roles in motivating their differing bases in the closing days.	news_394482_4	Q_6437_4
3.846982955932617	Wednesday, May 24, 2017 11:51 PM EDT Republican congressional candidate Greg Gianforte looks on during a campaign meet and greet at Lions Park on May 23, 2017 in Great Falls, Montana.	<--Wednesday, May 24, 2017 11:51 PM EDT Republican congressional candidate Greg Gianforte looks on during a campaign meet and greet at Lions Park on May 23, 2017 in Great Falls, Montana.	news_396010_1	Q_6437_4
3.8439838886260986	Friday, May 26, 2017 12:54 AM EDT Republican congressional candidate Greg Gianforte looks on during a campaign meet and greet at Lions Park on May 23, 2017 in Great Falls, Montana.	<--Friday, May 26, 2017 12:54 AM EDT Republican congressional candidate Greg Gianforte looks on during a campaign meet and greet at Lions Park on May 23, 2017 in Great Falls, Montana.	news_399183_1	Q_6437_4
3.829202651977539	Justin Sullivan/Getty Images hide caption toggle caption Justin Sullivan/Getty Images Republican congressional candidate Greg Gianforte talks with supporters during a campaign meet and greet at Lions Park on Tuesday in Great Falls, Montana.	<--Justin Sullivan/Getty Images hide caption toggle caption Justin Sullivan/Getty Images Republican congressional candidate Greg Gianforte talks with supporters during a campaign meet and greet at Lions Park on Tuesday in Great Falls, Montana.	news_398382_2	Q_6437_4
3.829202651977539	Justin Sullivan/Getty Images hide caption toggle caption Justin Sullivan/Getty Images Republican congressional candidate Greg Gianforte talks with supporters during a campaign meet and greet at Lions Park on Tuesday in Great Falls, Montana.	<--Justin Sullivan/Getty Images hide caption toggle caption Justin Sullivan/Getty Images Republican congressional candidate Greg Gianforte talks with supporters during a campaign meet and greet at Lions Park on Tuesday in Great Falls, Montana.	news_398444_2	Q_6437_4
3.8167595863342285	The Latest on assault allegations against Republican congressional candidate Greg Gianforte (all times local): 7 p.m. The campaign for the Republican candidate for Montana's sole congressional seat accused of attacking a reporter says he was trying to grab the reporter's phone and later both lost their balance.	<--The Latest on assault allegations against Republican congressional candidate Greg Gianforte (all times local): 7 p.m. The campaign for the Republican candidate for Montana's sole congressional seat accused of attacking a reporter says he was trying to grab the reporter's phone and later both lost their balance.	news_398686_1	Q_6437_4
3.792515516281128	That Friday night, Zinke, Pence and Daines attended a political rally for GOP candidate Greg Gianforte, and Zinke attended a get-out-the vote event for the Montana GOP the next day.	<--That Friday night, Zinke, Pence and Daines attended a political rally for GOP candidate Greg Gianforte, and Zinke attended a get-out-the vote event for the Montana GOP the next day.	news_693956_64	Q_6437_4
3.7275478839874268	This time it s Republican congressional candidate Greg Gianforte, lately of Montana, but originally of Upper Merion, who  was just charged with body-slamming a reporter at a campaign event.	<--This time it s Republican congressional candidate Greg Gianforte, lately of Montana, but originally of Upper Merion, who  was just charged with body-slamming a reporter at a campaign event.	news_398037_7	Q_6437_4
3.7063233852386475	Republican Greg Gianforte, right, welcomes Donald Trump Jr. Credit: Bobby Caina Calvan/AP "When the police are investigating a case, suspects of crimes will say misleading things, and apparently that s exactly what happened here on the part of both Mr. Gianforte and his campaign," Lambert said.	<--Republican Greg Gianforte, right, welcomes Donald Trump Jr. Credit: Bobby Caina Calvan/AP "When the police are investigating a case, suspects of crimes will say misleading things, and apparently that s exactly what happened here on the part of both Mr. Gianforte and his campaign," Lambert said.	news_773964_26	Q_6437_4
3.7057530879974365	Greg Gianforte benefited from millions of dollars spent on ads and mailers by Republican groups.	<--Greg Gianforte benefited from millions of dollars spent on ads and mailers by Republican groups.	news_399215_25	Q_6437_4
3.572397232055664	Greg Gianforte was charged with misdemeanor assault after witnesses said he grabbed a reporter by the neck on Wednesday and threw him to the ground at Gianforte's campaign headquarters in Bozeman.	<--Greg Gianforte was charged with misdemeanor assault after witnesses said he grabbed a reporter by the neck on Wednesday and threw him to the ground at Gianforte's campaign headquarters in Bozeman.	news_398006_1	Q_6437_4
3.531827211380005	Jacobs entered the office uninvited, and "aggressively shoved a recorder in Greg's face, and began asking badgering questions," the campaign said, as it blamed the incident on "aggressive behavior from a liberal journalist."	<--Jacobs entered the office uninvited, and "aggressively shoved a recorder in Greg's face, and began asking badgering questions," the campaign said, as it blamed the incident on "aggressive behavior from a liberal journalist."	news_399654_29	Q_6437_4
3.524704933166504	The incident involving Greg Gianforte, a tech millionaire who is endorsed by US President Donald Trump, and political reporter Ben Jacobs occurred Wednesday evening, hours before the opening of the polls for a special election.	<--The incident involving Greg Gianforte, a tech millionaire who is endorsed by US President Donald Trump, and political reporter Ben Jacobs occurred Wednesday evening, hours before the opening of the polls for a special election.	news_397243_4	Q_6437_4
3.5007781982421875	After the incident, Scanlon released a campaign statement putting the onus on Jacobs, saying that he "aggressively shoved a recorder in Greg's face and began asking badgering questions," prompting the candidate to act.	<--After the incident, Scanlon released a campaign statement putting the onus on Jacobs, saying that he "aggressively shoved a recorder in Greg's face and began asking badgering questions," prompting the candidate to act.	news_395821_40	Q_6437_4
3.2540102005004883	The U.S. Chamber of Commerce will air TV commercials boosting Republican candidate Greg Gianforte.	<--The U.S. Chamber of Commerce will air TV commercials boosting Republican candidate Greg Gianforte.	news_377336_1	Q_6437_4
3.2507355213165283	GOP Candidate Greg Gianforte.	<--GOP Candidate Greg Gianforte.	news_397243_1	Q_6437_4
3.149118423461914	| AP Photo Sinclair VP donated to Gianforte after 'body-slam' incident By Hadas Gold 06/27/2017 06:10 PM EDT The vice president and director of Sinclair Broadcasting Group, which has often been criticized for its conservative slant, donated to Rep. Greg Gianforte's campaign the day after the Montana Republican was charged with assaulting a reporter.	<--| AP Photo Sinclair VP donated to Gianforte after 'body-slam' incident By Hadas Gold 06/27/2017 06:10 PM EDT The vice president and director of Sinclair Broadcasting Group, which has often been criticized for its conservative slant, donated to Rep. Greg Gianforte's campaign the day after the Montana Republican was charged with assaulting a reporter.	news_477058_1	Q_6437_4
3.1431093215942383	Share on Facebook Share on Twitter Three of Montana s largest newspapers have rescinded their endorsements of Republican Congressional candidate Greg Gianforte after he allegedly body slammed a reporter at what was to be his final campaign event before Thursday s special election.	<--Share on Facebook Share on Twitter Three of Montana s largest newspapers have rescinded their endorsements of Republican Congressional candidate Greg Gianforte after he allegedly body slammed a reporter at what was to be his final campaign event before Thursday s special election.	news_396845_0	Q_6437_4
3.1321349143981934	Greg Gianforte was cited for grabbing a reporter by the throat and throwing him to the ground in his campaign office Wednesday night.	<--Greg Gianforte was cited for grabbing a reporter by the throat and throwing him to the ground in his campaign office Wednesday night.	news_399646_13	Q_6437_4
3.1321349143981934	Greg Gianforte was cited for grabbing a reporter by the throat and throwing him to the ground in his campaign office Wednesday night.	<--Greg Gianforte was cited for grabbing a reporter by the throat and throwing him to the ground in his campaign office Wednesday night.	news_399123_4	Q_6437_4
3.132133722305298	Greg Gianforte was cited for grabbing a reporter by the throat and throwing him to the ground in his campaign office Wednesday night.	<--Greg Gianforte was cited for grabbing a reporter by the throat and throwing him to the ground in his campaign office Wednesday night.	news_401029_60	Q_6437_4
3.132133722305298	Greg Gianforte was cited for grabbing a reporter by the throat and throwing him to the ground in his campaign office Wednesday night.	<--Greg Gianforte was cited for grabbing a reporter by the throat and throwing him to the ground in his campaign office Wednesday night.	news_400197_25	Q_6437_4
3.1253557205200195	WHILE YOU WERE SLEEPING: Rep. Greg Gianforte  (R-Mont.) introduces President Trump at a campaign rally Thursday night at Minuteman Aviation Hangar in Missoula, Mont. (Carolyn Kaster/AP) --	<--WHILE YOU WERE SLEEPING: Rep. Greg Gianforte  (R-Mont.) introduces President Trump at a campaign rally Thursday night at Minuteman Aviation Hangar in Missoula, Mont. (Carolyn Kaster/AP) --	news_1402397_70	Q_6437_4
3.0165624618530273	Ben Jacobs told ABC's "Good Morning America" that he was doing his job and asking a question of candidate Greg Gianforte as part of covering Thursday's special election.	<--Ben Jacobs told ABC's "Good Morning America" that he was doing his job and asking a question of candidate Greg Gianforte as part of covering Thursday's special election.	news_401029_51	Q_6437_4
3.0165624618530273	Ben Jacobs told ABC's "Good Morning America" that he was doing his job and asking a question of candidate Greg Gianforte as part of covering Thursday's special election.	<--Ben Jacobs told ABC's "Good Morning America" that he was doing his job and asking a question of candidate Greg Gianforte as part of covering Thursday's special election.	news_400197_16	Q_6437_4
3.0165624618530273	Ben Jacobs told ABC's "Good Morning America" that he was doing his job and asking a question of candidate Greg Gianforte as part of covering Thursday's special election.	<--Ben Jacobs told ABC's "Good Morning America" that he was doing his job and asking a question of candidate Greg Gianforte as part of covering Thursday's special election.	news_399646_4	Q_6437_4
2.997530460357666	Trump Jr. urges support for Greg Gianforte in US House race 7:50 AM Saturday May 13, 2017 SHARE:	<--Trump Jr. urges support for Greg Gianforte in US House race 7:50 AM Saturday May 13, 2017 SHARE:	news_365102_0	Q_6437_4
2.938209056854248	GREG GIANFORTE Gianforte, a 55-year-old Bozeman entrepreneur, lost a November bid to unseat Montana's popular Democratic governor, Steve Bullock.	<--GREG GIANFORTE Gianforte, a 55-year-old Bozeman entrepreneur, lost a November bid to unseat Montana's popular Democratic governor, Steve Bullock.	news_400344_7	Q_6437_4
2.7976996898651123	With 84 percent of precincts reporting, Greg Gianforte led Democrat Rob Quist by more than 24,000 votes out of nearly 270,000 ballots cast.	<--With 84 percent of precincts reporting, Greg Gianforte led Democrat Rob Quist by more than 24,000 votes out of nearly 270,000 ballots cast.	news_399170_1	Q_6437_4
2.7883951663970947	Democratic incumbent Baron Hill was challenged by Republican Todd Young (campaign site, PVS, WhoRunsGov), Libertarian Greg Knott (campaign site, PVS), and Independent Jerry Lucas (campaign site, PVS).	<--Democratic incumbent Baron Hill was challenged by Republican Todd Young (campaign site, PVS, WhoRunsGov), Libertarian Greg Knott (campaign site, PVS), and Independent Jerry Lucas (campaign site, PVS).	wiki_1529793_59	Q_6437_4
2.7695581912994385	If Quist manages to win the special election on May 25 against Republican businessman Greg Gianforte, it will answer what has been lacking in those previous failed campaigns: a commitment to Montana s particular brand of prairie populism.	<--If Quist manages to win the special election on May 25 against Republican businessman Greg Gianforte, it will answer what has been lacking in those previous failed campaigns: a commitment to Montana s particular brand of prairie populism.	news_366272_20	Q_6437_4
2.7478580474853516	Theresa May will make intelligence issue 'clear to President Trump' His campaign issued a statement blaming the incident on Mr Jacobs, saying he  aggressively shoved a recorder in Greg s face and began asking badgering questions .	<--Theresa May will make intelligence issue 'clear to President Trump' His campaign issued a statement blaming the incident on Mr Jacobs, saying he  aggressively shoved a recorder in Greg s face and began asking badgering questions .	news_397375_13	Q_6437_4
2.7241146564483643	As he hits the campaign trail with  Greg  Gianforte, the Republican congressional  candidate in the state, Donald  Trump Jr  will attend the   fun  prairie dog hunt.	<--As he hits the campaign trail with  Greg  Gianforte, the Republican congressional  candidate in the state, Donald  Trump Jr  will attend the   fun  prairie dog hunt.	news_311750_1	Q_6437_4
2.721503734588623	Greg Gianforte, 56, was running for congress as a Republican to represent Montana when he was asked a question by Ben Jacobs, the Guardian correspondent, on the eve of the election.	<--Greg Gianforte, 56, was running for congress as a Republican to represent Montana when he was asked a question by Ben Jacobs, the Guardian correspondent, on the eve of the election.	news_441482_2	Q_6437_4
2.68326997756958	Republican Greg Gianforte was charged with misdemeanor assault after allegedly throwing a reporter for the Guardian to the ground at his campaign headquarters late Wednesday.	<--Republican Greg Gianforte was charged with misdemeanor assault after allegedly throwing a reporter for the Guardian to the ground at his campaign headquarters late Wednesday.	news_401029_26	Q_6437_4
2.667250871658325	With 57 percent of precincts reporting, Greg Gianforte led Democrat Rob Quist by more than 22,000 votes out of nearly 270,000 ballots cast.	<--With 57 percent of precincts reporting, Greg Gianforte led Democrat Rob Quist by more than 22,000 votes out of nearly 270,000 ballots cast.	news_399051_1	Q_6437_4
2.6541860103607178	The flow of big money in the race portended an epic battle at the ballot box Ã¢   as Republican groups poured cash into the state to help Greg Gianforte retain the state's only U.S House seat for his party and as Democrat Rob Quist rallied progressives attempting to push back against last fall's GOP tide.	<--The flow of big money in the race portended an epic battle at the ballot box Ã¢   as Republican groups poured cash into the state to help Greg Gianforte retain the state's only U.S House seat for his party and as Democrat Rob Quist rallied progressives attempting to push back against last fall's GOP tide.	news_395992_58	Q_6437_4
2.624098062515259	History suggests that Republican Greg Gianforte, a billionaire former software executive, should easily dispatch his Democrat opponent, country and bluegrass musician Rob Quist.	<--History suggests that Republican Greg Gianforte, a billionaire former software executive, should easily dispatch his Democrat opponent, country and bluegrass musician Rob Quist.	news_391429_10	Q_6437_4
2.4592413902282715	In urging the crowd to vote for Representative Greg Gianforte, who is running for re-election and who was sentenced to anger management classes and community service for assaulting a reporter last spring, Mr. Trump jokingly warned the crowd to  never wrestle him.	<--In urging the crowd to vote for Representative Greg Gianforte, who is running for re-election and who was sentenced to anger management classes and community service for assaulting a reporter last spring, Mr. Trump jokingly warned the crowd to  never wrestle him.	news_1401797_2	Q_6437_4
2.381948471069336	Republican U.S. Sen. Steve Daines expressed a similar view, as did Greg Gianforte in his unsuccessful bid to unseat Democratic governor Steve Bullock, the Missoulian reported (https://tinyurl.com/hau86gg).	<--Republican U.S. Sen. Steve Daines expressed a similar view, as did Greg Gianforte in his unsuccessful bid to unseat Democratic governor Steve Bullock, the Missoulian reported (https://tinyurl.com/hau86gg).	news_21281_9	Q_6437_4
2.2473182678222656	Republicans nominated Greg Gianforte, a businessman who unsuccessfully ran for governor in 2016.	<--Republicans nominated Greg Gianforte, a businessman who unsuccessfully ran for governor in 2016.	news_243433_33	Q_6437_4
2.228855848312378	"Greg Gianforte is running to be your next congressman and President Trump and I need Greg working with us in Washington to cut your taxes, secure our borders, and protect your Second Amendment rights."	<--"Greg Gianforte is running to be your next congressman and President Trump and I need Greg working with us in Washington to cut your taxes, secure our borders, and protect your Second Amendment rights."	news_392491_4	Q_6437_4
2.1510188579559326	Republican Montana Rep. Greg Gianforte has been ordered to be photographed and fingerprinted for assaulting a reporter in May    opening the door for the congressman s mugshot to be plastered in opponents  campaign ads in next year s election.	<--Republican Montana Rep. Greg Gianforte has been ordered to be photographed and fingerprinted for assaulting a reporter in May    opening the door for the congressman s mugshot to be plastered in opponents  campaign ads in next year s election.	news_598286_1	Q_6437_4
2.1227574348449707	Greg Gianforte, a tech entrepreneur and political novice, was declared the winner over Democrat Rob Quist by the Associated Press.	<--Greg Gianforte, a tech entrepreneur and political novice, was declared the winner over Democrat Rob Quist by the Associated Press.	news_399202_3	Q_6437_4
2.1028051376342773	Greg s team probably thinks using Trump is a good move because Trump won the state, and Greg didn t,  said one Republican strategist who s worked in Montana.	<--Greg s team probably thinks using Trump is a good move because Trump won the state, and Greg didn t,  said one Republican strategist who s worked in Montana.	news_365777_22	Q_6437_4
2.064828872680664	Share on Facebook Share on Twitter Montana Republican congressional candidate Greg Gianforte allegedly  body-slammed  a reporter on Wednesday at a campaign event.	<--Share on Facebook Share on Twitter Montana Republican congressional candidate Greg Gianforte allegedly  body-slammed  a reporter on Wednesday at a campaign event.	news_395727_0	Q_6437_4
2.05436372756958	Greg Gianforte, the GOP House candidate in Montana who was neck-and-neck with his Democratic opponent before Thursday's special election, was cited for misdemeanor assault after an incident with a newspaper reporter, just hours before polls open.	<--Greg Gianforte, the GOP House candidate in Montana who was neck-and-neck with his Democratic opponent before Thursday's special election, was cited for misdemeanor assault after an incident with a newspaper reporter, just hours before polls open.	news_396397_1	Q_6437_4
2.0468037128448486	He apologized to the reporter who accused him of 'body-slamming' him on Wednesday Bozeman, Montana (CNN) Republican Greg Gianforte has won the special election for Montana's open US House seat, CNN projects, defeating Democrat Rob Quist and capping off a whirlwind final 36 hours of the campaign that saw Gianforte being charged for allegedly assaulting a reporter.	<--He apologized to the reporter who accused him of 'body-slamming' him on Wednesday Bozeman, Montana (CNN) Republican Greg Gianforte has won the special election for Montana's open US House seat, CNN projects, defeating Democrat Rob Quist and capping off a whirlwind final 36 hours of the campaign that saw Gianforte being charged for allegedly assaulting a reporter.	news_399067_5	Q_6437_4
1.9835439920425415	International Politics EAST HELENA, Mont. (AP) " Donald Trump Jr., the president's son, returned to Montana on Thursday for rallies across the state to support the congressional bid of Republican Greg Gianforte, who he said was needed in Washington to help advance the agenda of the Trump White House.	<--International Politics EAST HELENA, Mont. (AP) " Donald Trump Jr., the president's son, returned to Montana on Thursday for rallies across the state to support the congressional bid of Republican Greg Gianforte, who he said was needed in Washington to help advance the agenda of the Trump White House.	news_365102_1	Q_6437_4
1.913616418838501	That doesn t describe Quist, a musician who is running against Greg Gianforte, a businessman who waged an unsuccessful challenge against Democratic Gov. Steve Bullock in 2016.	<--That doesn t describe Quist, a musician who is running against Greg Gianforte, a businessman who waged an unsuccessful challenge against Democratic Gov. Steve Bullock in 2016.	news_225370_36	Q_6437_4
1.9108954668045044	Greg Knott entered the race as the Libertarian Party candidate.	<--Greg Knott entered the race as the Libertarian Party candidate.	wiki_1529793_67	Q_6437_4

To be continued...

History: ['What position Steve Bullock had worked in 1996?\nIn 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.', "Who was the running mate?\nSteve's running mate was John Walsh, the former Adjutant General of the Montana National Guard.", "What role John assumed in Montana?\nFrom February 2016 to November 2017, John was the state director of Montana's USDA Rural Development office for the United States Department of Agriculture.", 'Who replaced as congressional Chief of Staff?\nIn 2017, John was succeeded by Charles Robison, who had been chief of staff for Congressman Greg Gianforte.']
Dependency Turn: 
Dependency Entity: Greg Gianforte
Prev Dialog Mentions: [['Mike Cooney', 'Montana', 'Steve Bullock', 'State'], ['Adjutant General', 'Steve Bullock', 'John Walsh', 'Montana National Guard'], ['USDA Rural Development', 'Department of Agriculture', 'Montana National Guard', 'John Walsh', 'United States'], ['Greg Gianforte', 'Charles Robison', 'John Walsh']]
Max Score: 3.452245101928711
Mention-Question Weights: [0.31834807991981506, 0.031884707510471344, 0.23403164744377136, 0.08242819458246231, 0.21434113383293152, 0.1768670678138733, 0.3554407060146332, 0.042567767202854156, 0.10071520507335663, 0.11379864066839218, 0.042567767202854156, 0.34696945548057556, 0.0506315715610981, 0.7145090103149414, 0.36310014128685, 0.34696945548057556]
Mention-Answer Weights: [0.17917685210704803, 0.020590728148818016, 0.16580842435359955, 0.050837378948926926, 0.13667067885398865, 0.13181692361831665, 0.19883130490779877, 0.029217762872576714, 0.11291516572237015, 0.09039750695228577, 0.029217762872576714, 0.22279740869998932, 0.040919139981269836, 0.6534607410430908, 0.13899801671504974, 0.22279740869998932]
Turn-Question Weights: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn-Answer Weights: [0.18475040793418884, 0.37656545639038086, 0.24059155583381653, 0.3108518421649933]
Max Vars Mention Choice: None
Max Vars Turn Choice: None
