

Expanded question: ' When did Trader Joe's open its first store?'
Question: When did Trader Joe's open its first store?
10.47512435913086	The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	<--The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	N/A	Q_3358_0
-9.439648628234863	Most of the locations are in the South, where the chain is a regional cultural icon.	<--Most of the locations are in the South, where the chain is a regional cultural icon.	wiki_701716_1	Q_3358_2
-9.45959186553955	and you go,  Oh, at least five!	<--and you go,  Oh, at least five!	news_712150_16	Q_3358_2
-9.46532917022705	It's very difficult, especially since there were three before.	<--It's very difficult, especially since there were three before.	wiki_2134396_107	Q_3358_2
-9.495720863342285	As of June 23, 2017, Trader Joe's had 467 stores nationwide in 41 states and in Washington, D.C.	<--As of June 23, 2017, Trader Joe's had 467 stores nationwide in 41 states and in Washington, D.C.	wiki_3097278_2	Q_3358_2
-9.530768394470215	The Tiki culture fad of the 1950s and 1960s was fresh in the cultural memory, and Trader Vic's was at its height with 25 locations worldwide.	<--The Tiki culture fad of the 1950s and 1960s was fresh in the cultural memory, and Trader Vic's was at its height with 25 locations worldwide.	wiki_3097278_11	Q_3358_2
-9.562736511230469	Eight of the ten cities in the United States with the largest proportion of Chinese Americans are located in the San Gabriel Valley.	<--Eight of the ten cities in the United States with the largest proportion of Chinese Americans are located in the San Gabriel Valley.	wiki_3098831_93	Q_3358_2
-9.586925506591797	In September 2012, over a year past the beginning of the Occupy Movement there were worldwide protests against Monsanto that protested the use and proliferation of genetically modified crops in countries such as Japan.	<--In September 2012, over a year past the beginning of the Occupy Movement there were worldwide protests against Monsanto that protested the use and proliferation of genetically modified crops in countries such as Japan.	wiki_460706_8	Q_3358_2
-9.60739803314209	At times the company had its headquarters in several locations in the San Francisco Bay Area, including Corte Madera and San Rafael.	<--At times the company had its headquarters in several locations in the San Francisco Bay Area, including Corte Madera and San Rafael.	wiki_2153079_24	Q_3358_2
-9.610921859741211	In 2012 "The Irish Rovers Christmas" Television Special, which was filmed at various locations in Banff National Park, Sunshine Village and Chatham-Kent's Capitol Theatre, was shown across the PBS Network throughout the US and Canada.	<--In 2012 "The Irish Rovers Christmas" Television Special, which was filmed at various locations in Banff National Park, Sunshine Village and Chatham-Kent's Capitol Theatre, was shown across the PBS Network throughout the US and Canada.	wiki_3832955_92	Q_3358_2
-9.627585411071777	Because of its elevation many local radio and TV stations have their antennas located there.	<--Because of its elevation many local radio and TV stations have their antennas located there.	wiki_3878212_40	Q_3358_2
-9.664783477783203	The company has offices in Monrovia, California, and Boston, Massachusetts.	<--The company has offices in Monrovia, California, and Boston, Massachusetts.	wiki_3097278_5	Q_3358_2
-9.677349090576172	It was watched by more than 52 million Americans, over half of the US viewing audience.	<--It was watched by more than 52 million Americans, over half of the US viewing audience.	wiki_2035268_30	Q_3358_2
-9.678104400634766	Under Hashimoto, who served as CEO and president, Mikawaya expanded to include additional locations in Little Tokyo, Torrance, California, Gardena, California, and Honolulu, Hawaii.	<--Under Hashimoto, who served as CEO and president, Mikawaya expanded to include additional locations in Little Tokyo, Torrance, California, Gardena, California, and Honolulu, Hawaii.	wiki_5029175_21	Q_3358_2
-9.678104400634766	Under Hashimoto, who served as CEO and president, Mikawaya expanded to include additional locations in Little Tokyo, Torrance, California, Gardena, California, and Honolulu, Hawaii.	<--Under Hashimoto, who served as CEO and president, Mikawaya expanded to include additional locations in Little Tokyo, Torrance, California, Gardena, California, and Honolulu, Hawaii.	wiki_5006527_13	Q_3358_2
-9.680356979370117	There were 14,473 housing units at an average density of 1,055.4 per square mile (407.5/kmÃ ²), of which 6,809 (49.5%) were owner-occupied, and 6,953 (50.5%) were occupied by renters.	<--There were 14,473 housing units at an average density of 1,055.4 per square mile (407.5/kmÃ ²), of which 6,809 (49.5%) were owner-occupied, and 6,953 (50.5%) were occupied by renters.	wiki_4491180_68	Q_3358_2
-9.708788871765137	Multiple locations throughout Monrovia also played the role of the fictitious Rome, WI in the TV series "Picket Fences".	<--Multiple locations throughout Monrovia also played the role of the fictitious Rome, WI in the TV series "Picket Fences".	wiki_3098831_210	Q_3358_2
-9.712040901184082	By 2017 Aldi had over 600 stores there, and had plans to open further new stores.	<--By 2017 Aldi had over 600 stores there, and had plans to open further new stores.	wiki_719504_49	Q_3358_2
-9.725833892822266	There were 504 housing units at an average density of 134.3 per square mile (51.8/km2), of which 411 (86.7%) were owner-occupied, and 63 (13.3%) were occupied by renters.	<--There were 504 housing units at an average density of 134.3 per square mile (51.8/km2), of which 411 (86.7%) were owner-occupied, and 63 (13.3%) were occupied by renters.	wiki_4502323_66	Q_3358_2
-9.749963760375977	Atlanta.	<--Atlanta.	wiki_4841499_43	Q_3358_2
-9.76632308959961	There were 59,551 housing units at an average density of 2,574.8 per square mile (994.1/kmÃ ²), of which 24,863 (45.0%) were owner-occupied, and 30,407 (55.0%) were occupied by renters.	<--There were 59,551 housing units at an average density of 2,574.8 per square mile (994.1/kmÃ ²), of which 24,863 (45.0%) were owner-occupied, and 30,407 (55.0%) were occupied by renters.	wiki_2039793_117	Q_3358_2
-9.781030654907227	The lifestyle shopping center includes three anchor stores (Dillard's, Barnes &amp; Noble, and Dick's Sporting Goods), 65 additional stores, and numerous restaurants.	<--The lifestyle shopping center includes three anchor stores (Dillard's, Barnes &amp; Noble, and Dick's Sporting Goods), 65 additional stores, and numerous restaurants.	wiki_3878212_96	Q_3358_2
-9.788312911987305	In numerous episodes, it is said that they are close to Chicago.	<--In numerous episodes, it is said that they are close to Chicago.	wiki_4531930_134	Q_3358_2
-9.791568756103516	There are currently three sites in the county that are listed in the National Register of Historic Places.	<--There are currently three sites in the county that are listed in the National Register of Historic Places.	wiki_2048726_36	Q_3358_2
-9.797574996948242	Of course, if you live at 1600 Pennsylvania Avenue, working at home and watching as much television as you want is a perk of the office.	<--Of course, if you live at 1600 Pennsylvania Avenue, working at home and watching as much television as you want is a perk of the office.	news_497607_48	Q_3358_2
-9.803308486938477	There were 5,585 housing units at an average density of 414.4 per square mile (160.0/kmÃ ²), of which 2,336 (60.9%) were owner-occupied, and 1,498 (39.1%) were occupied by renters.	<--There were 5,585 housing units at an average density of 414.4 per square mile (160.0/kmÃ ²), of which 2,336 (60.9%) were owner-occupied, and 1,498 (39.1%) were occupied by renters.	wiki_4496121_57	Q_3358_2
-9.8297700881958	Formerly known as the "Columbia Ranch" and now the "Warner Brothers Ranch", this "movie ranch" in Burbank, California, served as the filming location for both obscure and well-known television series, such as "Father Knows Best", "Hazel", "The Flying Nun", "Dennis the Menace", "The Hathaways", "The Iron Horse", "I Dream of Jeannie" (which also used the "Father Knows Best" house exterior), "Bewitched", "The Monkees", "Apple's Way", and "The Partridge Family" (which also filmed on ranch sound stages).	<--Formerly known as the "Columbia Ranch" and now the "Warner Brothers Ranch", this "movie ranch" in Burbank, California, served as the filming location for both obscure and well-known television series, such as "Father Knows Best", "Hazel", "The Flying Nun", "Dennis the Menace", "The Hathaways", "The Iron Horse", "I Dream of Jeannie" (which also used the "Father Knows Best" house exterior), "Bewitched", "The Monkees", "Apple's Way", and "The Partridge Family" (which also filmed on ranch sound stages).	wiki_3319373_194	Q_3358_2
-9.83228874206543	London.	<--London.	wiki_2177830_39	Q_3358_2
-9.832633972167969	Illnesses have been reported in 15 states: Connecticut, Florida, Iowa, Illinois, Indiana, Kentucky, Michigan, Minnesota, Montana, Nebraska, Ohio, South Dakota, Tennessee, Virginia and Wisconsin.	<--Illnesses have been reported in 15 states: Connecticut, Florida, Iowa, Illinois, Indiana, Kentucky, Michigan, Minnesota, Montana, Nebraska, Ohio, South Dakota, Tennessee, Virginia and Wisconsin.	news_1259453_34	Q_3358_2
-9.834131240844727	Middle East is also noteworthy as being a location for the filming of scenes of the television series "" and the 1991 film "Homicide" (no relation to the TV series) featuring Joe Mantegna.	<--Middle East is also noteworthy as being a location for the filming of scenes of the television series "" and the 1991 film "Homicide" (no relation to the TV series) featuring Joe Mantegna.	wiki_3035921_5	Q_3358_2
-9.855178833007812	The Aldi Nord group currently consists of 35 independent regional branches with approximately 2,500 stores.	<--The Aldi Nord group currently consists of 35 independent regional branches with approximately 2,500 stores.	wiki_719504_33	Q_3358_2
-9.862871170043945	Across the street from the defunct IKEA is Speed Zone, an amusement center with 4 race tracks, it has been featured in the films "Guess Who" and "Clerks 2" and on TV in "Melrose Place (2009 TV series)", " ", "Hell's Kitchen", "Attack of the Show!", "Freaks And Geeks", and more.	<--Across the street from the defunct IKEA is Speed Zone, an amusement center with 4 race tracks, it has been featured in the films "Guess Who" and "Clerks 2" and on TV in "Melrose Place (2009 TV series)", " ", "Hell's Kitchen", "Attack of the Show!", "Freaks And Geeks", and more.	wiki_3098831_213	Q_3358_2
-9.863225936889648	As of 2016, the group owns and operates 51 restaurants under 13 different brands in the United States.	<--As of 2016, the group owns and operates 51 restaurants under 13 different brands in the United States.	wiki_2813762_6	Q_3358_2
-9.865365982055664	Today, Cedar Hill has the highest concentration of radio and television communication antennas in the county with 14 towers.	<--Today, Cedar Hill has the highest concentration of radio and television communication antennas in the county with 14 towers.	wiki_3878212_152	Q_3358_2
-9.86567497253418	During the 10 years the series was in production it was filmed in a warehouse complex in Van Nuys, the interiors of the series as well as the exteriors of the Peach Pit parking lot and P.P.A.D. club entrance were all located off the 15000 block of Calvert St in Van Nuys, CA.	<--During the 10 years the series was in production it was filmed in a warehouse complex in Van Nuys, the interiors of the series as well as the exteriors of the Peach Pit parking lot and P.P.A.D. club entrance were all located off the 15000 block of Calvert St in Van Nuys, CA.	wiki_2049040_43	Q_3358_2
-9.875511169433594	When Bane became CEO there were 156 stores in 15 states.	<--When Bane became CEO there were 156 stores in 15 states.	wiki_3097278_22	Q_3358_2
-9.902652740478516	In total, more than 70 sites in West Adams have received recognition as a Los Angeles Historic-Cultural Monument, a California Historical Landmark, or listing on the National Register of Historic Places.	<--In total, more than 70 sites in West Adams have received recognition as a Los Angeles Historic-Cultural Monument, a California Historical Landmark, or listing on the National Register of Historic Places.	wiki_2137872_18	Q_3358_2
-9.916231155395508	Sedgley now has three tee placements for each basket, the blue "original 1977 tees", yellow "1984" tees and red "1991" tees (4,691 feet), however all of the baskets remain in their 1978 locations.	<--Sedgley now has three tee placements for each basket, the blue "original 1977 tees", yellow "1984" tees and red "1991" tees (4,691 feet), however all of the baskets remain in their 1978 locations.	wiki_2287198_97	Q_3358_2
-9.925073623657227	A July 13 statement had noted that the outbreak had affected approximately 3,000 McDonald s locations across the U.S. Symptoms of Cyclospora infection can include diarrhea, explosive bowel movements, loss of appetite, weight loss, stomach cramps, bloating, increase gas, nausea and fatigue.	<--A July 13 statement had noted that the outbreak had affected approximately 3,000 McDonald s locations across the U.S. Symptoms of Cyclospora infection can include diarrhea, explosive bowel movements, loss of appetite, weight loss, stomach cramps, bloating, increase gas, nausea and fatigue.	news_1260173_10	Q_3358_2
-9.929161071777344	Its current anchors include Macy's, Sears, JCPenney, and most recently a Target store.	<--Its current anchors include Macy's, Sears, JCPenney, and most recently a Target store.	wiki_2623489_3	Q_3358_2
-9.93167495727539	Upon completion of the takeover in September 1998, CompUSA shuttered fifty of the stores outright, and transitioned the remainders into CompUSA locations.	<--Upon completion of the takeover in September 1998, CompUSA shuttered fifty of the stores outright, and transitioned the remainders into CompUSA locations.	wiki_551619_42	Q_3358_2
-9.935505867004395	Added to the Shack that opened in March  in Marlton Commons, this will be the seventh location in  the Philadelphia metro, including 20th and Sansom Streets in Center City (which opened in 2012), two at King of Prussia Mall, 3200 Chestnut St. in University City, and one inside the Wells Fargo Center.	<--Added to the Shack that opened in March  in Marlton Commons, this will be the seventh location in  the Philadelphia metro, including 20th and Sansom Streets in Center City (which opened in 2012), two at King of Prussia Mall, 3200 Chestnut St. in University City, and one inside the Wells Fargo Center.	news_1403639_3	Q_3358_2
-9.93595027923584	As part of the process, Stebbins Anderson has downsized to one floor, ultimately planning to occupy only the lower level of it former two-level space.	<--As part of the process, Stebbins Anderson has downsized to one floor, ultimately planning to occupy only the lower level of it former two-level space.	wiki_2765842_10	Q_3358_2
-9.961536407470703	As of 2016, there are seven Joe V's stores.	<--As of 2016, there are seven Joe V's stores.	wiki_3379431_61	Q_3358_2
-9.978260040283203	Occupy Monsanto, an offshoot of the Occupy Movement, was created in 2012 by Fred Kreiss as part of an effort to counter the influence of biotechnology corporations such as Monsanto.	<--Occupy Monsanto, an offshoot of the Occupy Movement, was created in 2012 by Fred Kreiss as part of an effort to counter the influence of biotechnology corporations such as Monsanto.	wiki_460706_0	Q_3358_2
-9.997446060180664	Thirteen episodes were filmed, of which only nine were broadcast.	<--Thirteen episodes were filmed, of which only nine were broadcast.	wiki_5096598_160	Q_3358_2
-10.00245475769043	In Denmark (10 stores) and Sweden (2 stores), Computer City still exists using the original logo.	<--In Denmark (10 stores) and Sweden (2 stores), Computer City still exists using the original logo.	wiki_551619_49	Q_3358_2
-10.002572059631348	The site is now occupied by a ground-level open-air car park.	<--The site is now occupied by a ground-level open-air car park.	wiki_645011_38	Q_3358_2
-10.017715454101562	It is planned to use 500 people in the story.	<--It is planned to use 500 people in the story.	wiki_3319373_108	Q_3358_2
-10.02088737487793	Beginning September 3, Target s brand new line of inexpensive wine, at just $5 a bottle, can be found on shelves of over 1,100 national locations, according to a   press release .	<--Beginning September 3, Target s brand new line of inexpensive wine, at just $5 a bottle, can be found on shelves of over 1,100 national locations, according to a   press release .	news_616259_2	Q_3358_2
-10.0243501663208	Locations for the special included Dunluce Castle, Carnlough Harbour, Portglenone, and various spots along the northeast coast of Northern Ireland.	<--Locations for the special included Dunluce Castle, Carnlough Harbour, Portglenone, and various spots along the northeast coast of Northern Ireland.	wiki_3832955_90	Q_3358_2
-10.030779838562012	Today, television provides no escape.	<--Today, television provides no escape.	news_497607_59	Q_3358_2
-10.05231761932373	28Ã¢   Ã¢	<--28Ã¢   Ã¢	wiki_885657_59	Q_3358_2
-10.053709983825684	Today.	<--Today.	wiki_554568_29	Q_3358_2
-10.069068908691406	Since 2011, Joseph has supported the Occupy Movement.	<--Since 2011, Joseph has supported the Occupy Movement.	wiki_3005250_25	Q_3358_2
-10.072896957397461	Three different locations were used for the frontage of The Peach Pit during the show's ten-year history.	<--Three different locations were used for the frontage of The Peach Pit during the show's ten-year history.	wiki_2049040_52	Q_3358_2
-10.080658912658691	Each location is designed to represent its respective area.	<--Each location is designed to represent its respective area.	wiki_3097278_44	Q_3358_2
-10.091480255126953	It was changed to a different location for the rest of season one.	<--It was changed to a different location for the rest of season one.	wiki_2049040_54	Q_3358_2
-10.098852157592773	The cities of Monterey Park, Walnut, Alhambra, San Gabriel, San Marino, Rowland Heights, Hacienda Heights, Diamond Bar, and Arcadia contain an Asian American majority.	<--The cities of Monterey Park, Walnut, Alhambra, San Gabriel, San Marino, Rowland Heights, Hacienda Heights, Diamond Bar, and Arcadia contain an Asian American majority.	wiki_3098831_94	Q_3358_2
-10.102438926696777	The series contains 78 episodes of 8 minutes and started to air in fall 2010 in France.	<--The series contains 78 episodes of 8 minutes and started to air in fall 2010 in France.	wiki_1840519_66	Q_3358_2
-10.107050895690918	(St. Louis, Mo.)	<--(St. Louis, Mo.)	wiki_794816_22	Q_3358_2
-10.117792129516602	The company's headquarters are now in Monrovia.	<--The company's headquarters are now in Monrovia.	wiki_3098831_143	Q_3358_2
-10.123326301574707	We got a budget, we got locations."	<--We got a budget, we got locations."	wiki_4979977_53	Q_3358_2

To be continued...

History: ["When did Trader Joe's open its first store?\nThe first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.", "What was offered in Pasadena?\nEating at Trader Vic's in Beverly Hills was notoriously expensive, but the Trader Joe's in Pasadena provided an irreverent and less expensive offering of food and drink."]
Dependency Turn: 
Dependency Entity: Trader Vic's
Prev Dialog Mentions: [['Pasadena', 'Trader Joe', 'California', 'Joe Coulombe'], ['Pasadena', 'Eating', 'Joe Coulombe', 'Beverly Hills', "Trader Vic's"]]
Max Score: -3.1598972225189206
Mention-Question Weights: [0.22806543111801147, 0.23474964499473572, 0.2533877491950989, 0.1520450860261917, 0.22806543111801147, 0.08934281766414642, 0.1520450860261917, 0.37770316004753113, 0.6277925372123718]
Mention-Answer Weights: [0.03387998044490814, 0.2612200677394867, 0.09279309213161469, 0.03958665207028389, 0.03387998044490814, 0.003086486365646124, 0.03958665207028389, 0.17136751115322113, 0.47957128286361694]
Turn-Question Weights: [0.09388294816017151, 0.12233693152666092]
Turn-Answer Weights: [0.28509101271629333, 0.4073971211910248]
Max Vars Mention Choice: None
Max Vars Turn Choice: None
Prev Dialog Mention Context: [[['Pasadena', "When did Trader Joe's open its first store?\nThe first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California."], ['Trader Joe', "When did Trader Joe's open its first store?\nThe first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California."], ['California', "When did Trader Joe's open its first store?\nThe first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California."], ['Joe Coulombe', "Joseph Hardin Coulombe (born June 3, 1930) is an American entrepreneur. He is a graduate of Stanford Business School and is a member of Alpha Kappa Lambda. He founded the grocery store chain Trader Joe's in 1967."]], [['Pasadena', "What was offered in Pasadena?\nEating at Trader Vic's in Beverly Hills was notoriously expensive, but the Trader Joe's in Pasadena provided an irreverent and less expensive offering of food and drink."], ['Eating', "What was offered in Pasadena?\nEating at Trader Vic's in Beverly Hills was notoriously expensive, but the Trader Joe's in Pasadena provided an irreverent and less expensive offering of food and drink."], ['Joe Coulombe', "Joseph Hardin Coulombe (born June 3, 1930) is an American entrepreneur. He is a graduate of Stanford Business School and is a member of Alpha Kappa Lambda. He founded the grocery store chain Trader Joe's in 1967."], ['Beverly Hills', "What was offered in Pasadena?\nEating at Trader Vic's in Beverly Hills was notoriously expensive, but the Trader Joe's in Pasadena provided an irreverent and less expensive offering of food and drink."], ["Trader Vic's", 'Trader Vic\'s is a restaurant chain headquartered in Emeryville, California, United States. Victor Jules Bergeron, Jr. (December 10, 1902, San Francisco Ã¢  October 11, 1984, Hillsborough, California) founded a chain of Polynesian-themed restaurants that bore his nickname, "Trader Vic". He was one of two people who claimed to have invented the Mai Tai. The other was his amicable competitor for many years, Don the Beachcomber.']]]
Prev Dialog Turn Mention Types: [[{'location', 'town', 'municipality', 'place', 'area', 'township', 'region', 'city'}, {'organization', 'company'}, {'location', 'place', 'area', 'region', 'province'}, {'businessman', 'businessperson', 'administrator', 'executive', 'person'}], [{'location', 'town', 'municipality', 'place', 'area', 'township', 'region', 'city'}, {'event'}, {'businessman', 'businessperson', 'administrator', 'executive', 'person'}, {'location', 'place', 'region', 'area'}, {'organization', 'institution', 'company'}]]
Max Answer Entities: ["Trader Vic's"]


-3.1598972225189206	None	-7.52356481552124	While many of the original locations have closed, Trader Vic's once again has grown to 18 locations around the globe due to a revival in popularity of tiki culture.	<--While many of the original locations have closed, Trader Vic's once again has grown to 18 locations around the globe due to a revival in popularity of tiki culture.	N/A	Q_3358_2
Mention to question weight: [0.22806543111801147, 0.23474964499473572, 0.2533877491950989, 0.1520450860261917, 0.22806543111801147, 0.08934281766414642, 0.1520450860261917, 0.37770316004753113, 0.6277925372123718]
Mention to answer weight: [0.03387998044490814, 0.2612200677394867, 0.09279309213161469, 0.03958665207028389, 0.03387998044490814, 0.003086486365646124, 0.03958665207028389, 0.17136751115322113, 0.47957128286361694]
Turn to question weight: [0.09388294816017151, 0.12233693152666092]
Turn to answer weight: [0.28509101271629333, 0.4073971211910248]
Mention choice: None
Turn choice: None
Answer mentions: ["Trader Vic's"]
Answer mention types: None
---
+++++


Expanded question: 'Joe Trader Joe Pasadena California Eating Joe Coulombe Beverly Hills Trader Vic How many were open during 1950s and?'
Question: How many were open during 1950s and?
2.6663191318511963	During the Tiki culture fad of the 1950s and 1960s, as many as 25 Trader Vic's restaurants were in operation worldwide.	<--During the Tiki culture fad of the 1950s and 1960s, as many as 25 Trader Vic's restaurants were in operation worldwide.	N/A	Q_3358_3
4.7152099609375	The Chicago factory, opened in the 1950s, was previously the largest bakery in the United States and employed over 4000 workers at its peak.	<--The Chicago factory, opened in the 1950s, was previously the largest bakery in the United States and employed over 4000 workers at its peak.	wiki_3679430_12	Q_3358_3
2.666318893432617	During the Tiki culture fad of the 1950s and 1960s, as many as 25 Trader Vic's restaurants were in operation worldwide.	<--During the Tiki culture fad of the 1950s and 1960s, as many as 25 Trader Vic's restaurants were in operation worldwide.	wiki_2153079_12	Q_3358_3
2.4308414459228516	By the 1950s, there were 44,600 living in the Las Vegas Valley.	<--By the 1950s, there were 44,600 living in the Las Vegas Valley.	wiki_4576952_1	Q_3358_3
-0.3444659411907196	The public could sit ringside in a showroom holding no more than five hundred, paying as little as three dollars in the 1950s.	<--The public could sit ringside in a showroom holding no more than five hundred, paying as little as three dollars in the 1950s.	wiki_4576952_47	Q_3358_3
-0.44602423906326294	The reputation of the Beverly Hills Hotel, as a leading luxury hotel with glamorous patrons, took off during the 1950s and attracted eminent guests such as the Duke and Duchess of Windsor, Princess Margaret and Lord Snowdon, King Albert of Belgium, the Crown Prince of Monaco and Grace Kelly, John Wayne and Henry Fonda.	<--The reputation of the Beverly Hills Hotel, as a leading luxury hotel with glamorous patrons, took off during the 1950s and attracted eminent guests such as the Duke and Duchess of Windsor, Princess Margaret and Lord Snowdon, King Albert of Belgium, the Crown Prince of Monaco and Grace Kelly, John Wayne and Henry Fonda.	wiki_1008714_60	Q_3358_3
-0.567608118057251	Starting in the 1950s, the center was an open-air shopping mall, originally featuring Rhodes and Sears, with Mervyn's coming later.	<--Starting in the 1950s, the center was an open-air shopping mall, originally featuring Rhodes and Sears, with Mervyn's coming later.	wiki_1978440_4	Q_3358_3
-0.6303756833076477	From 1979 until 1981 the Los Angeles Tennis Open, a tournament he was involved with since the 1950s, was known as the "Jack Kramer Open".	<--From 1979 until 1981 the Los Angeles Tennis Open, a tournament he was involved with since the 1950s, was known as the "Jack Kramer Open".	wiki_5093893_74	Q_3358_3
-0.6545052528381348	In the early 1950s, Louigi's Italian restaurant opened on the strip; by the mid-1950s, the Venetian Pizzeria opened near Downtown; and in the later part of the decade, Tony's Italian Restaurant opened on Fremont Street.	<--In the early 1950s, Louigi's Italian restaurant opened on the strip; by the mid-1950s, the Venetian Pizzeria opened near Downtown; and in the later part of the decade, Tony's Italian Restaurant opened on Fremont Street.	wiki_4576952_117	Q_3358_3
-0.7972149848937988	The Tiki culture fad of the 1950s and 1960s was fresh in the cultural memory, and Trader Vic's was at its height with 25 locations worldwide.	<--The Tiki culture fad of the 1950s and 1960s was fresh in the cultural memory, and Trader Vic's was at its height with 25 locations worldwide.	wiki_3097278_11	Q_3358_3
-1.040993571281433	By 1950, the Albrecht brothers owned 13 stores in the Ruhr Valley.	<--By 1950, the Albrecht brothers owned 13 stores in the Ruhr Valley.	wiki_719504_17	Q_3358_3
-1.0417637825012207	After a similar reaction during its second screening in [[Poughkeepsie (city), New York|Poughkeepsie, New York]], and a third in [[Great Neck, New York|Great Neck]], the morgue opening was replaced by a shorter poolside opening, using footage filmed on January 5, 1950.	<--After a similar reaction during its second screening in [[Poughkeepsie (city), New York|Poughkeepsie, New York]], and a third in [[Great Neck, New York|Great Neck]], the morgue opening was replaced by a shorter poolside opening, using footage filmed on January 5, 1950.	wiki_790683_210	Q_3358_3
-1.0687015056610107	In 1950 he began piping in competitions again, winning all the Open competitions for two years.	<--In 1950 he began piping in competitions again, winning all the Open competitions for two years.	wiki_4472063_6	Q_3358_3
-1.2098538875579834	Irwin Molasky, Nathan Adelson, Moe Dalitz, and Allard Roen built Sunrise Hospital in the 1950s financed in part by US$1,000,000 loaned to them by Jimmy Hoffa from the Teamsters pension fund; Nathan's son, Merv Adelson served as the hospital's first president after it opened in 1958.	<--Irwin Molasky, Nathan Adelson, Moe Dalitz, and Allard Roen built Sunrise Hospital in the 1950s financed in part by US$1,000,000 loaned to them by Jimmy Hoffa from the Teamsters pension fund; Nathan's son, Merv Adelson served as the hospital's first president after it opened in 1958.	wiki_4576952_108	Q_3358_3
-1.2235214710235596	A World No. 1 player for a number of years, and one of the most important people in the establishment of modern men's "Open"-era tennis, he was the leading promoter of professional tennis tours in the 1950s and 1960s.	<--A World No. 1 player for a number of years, and one of the most important people in the establishment of modern men's "Open"-era tennis, he was the leading promoter of professional tennis tours in the 1950s and 1960s.	wiki_5093893_1	Q_3358_3
-1.2747697830200195	It was also a starting point for many local musicians and entertainers who got their professional start during the 1950s and included such local and Canadian artists as Norma Brooks, The Viscounts Quartet, Marilyn Reddick, The Four Lads and more.	<--It was also a starting point for many local musicians and entertainers who got their professional start during the 1950s and included such local and Canadian artists as Norma Brooks, The Viscounts Quartet, Marilyn Reddick, The Four Lads and more.	wiki_2934917_4	Q_3358_3
-1.5554062128067017	Returning to America in the 1950s, Crane opened the Luau, a Polynesian-themed restaurant on Rodeo Drive in Beverly Hills.	<--Returning to America in the 1950s, Crane opened the Luau, a Polynesian-themed restaurant on Rodeo Drive in Beverly Hills.	wiki_1547052_26	Q_3358_3
-1.5748331546783447	In the 1950s, Joe met Lynton Kistler and worked at Kistler's facility in Los Angeles, the only lithographic press open for business on the west coast at that time.	<--In the 1950s, Joe met Lynton Kistler and worked at Kistler's facility in Los Angeles, the only lithographic press open for business on the west coast at that time.	wiki_170953_9	Q_3358_3
-1.6612708568572998	The Desert Inn opened on 24 April 1950; Frank Sinatra's first performance at The Desert Inn was held in September 1951.	<--The Desert Inn opened on 24 April 1950; Frank Sinatra's first performance at The Desert Inn was held in September 1951.	wiki_4576952_17	Q_3358_3
-1.6974711418151855	During the 1950s, a couple of relatively new developments changed the world: World War II had only been over for five years when the 1950s began, and television was beginning to make a major impact internationally.	<--During the 1950s, a couple of relatively new developments changed the world: World War II had only been over for five years when the 1950s began, and television was beginning to make a major impact internationally.	wiki_694022_0	Q_3358_3
-1.7153582572937012	Between 1950 and 1960, about 100,000 white property owners moved out of OaklandÃ¢  part of a nationwide phenomenon called [[white flight]].	<--Between 1950 and 1960, about 100,000 white property owners moved out of OaklandÃ¢  part of a nationwide phenomenon called [[white flight]].	wiki_1932959_141	Q_3358_3
-1.9988782405853271	Most locations averaged between 10,000 and .	<--Most locations averaged between 10,000 and .	wiki_3097278_41	Q_3358_3
-2.03682804107666	Las Vegas in the 1950s was a time of considerable change.	<--Las Vegas in the 1950s was a time of considerable change.	wiki_4576952_0	Q_3358_3
-2.1952691078186035	The Mai Tai became such a popular cocktail in the 1950sÃ¢  60s that many restaurants, particularly tiki-themed restaurants or bars, served them.	<--The Mai Tai became such a popular cocktail in the 1950sÃ¢  60s that many restaurants, particularly tiki-themed restaurants or bars, served them.	wiki_3811454_17	Q_3358_3
-2.299314022064209	While Las Vegas in 1940 had a population of 8,422, by 1950, it had increased to 24,624 people.	<--While Las Vegas in 1940 had a population of 8,422, by 1950, it had increased to 24,624 people.	wiki_4576952_8	Q_3358_3
-2.357302665710449	Success during the 1950s.	<--Success during the 1950s.	wiki_2040603_44	Q_3358_3
-2.449254035949707	4 Star Records was a record label that recorded many well-known country music acts in the 1950s.	<--4 Star Records was a record label that recorded many well-known country music acts in the 1950s.	wiki_102344_0	Q_3358_3
-2.5959508419036865	Approximately 13,000 homes were built between 1921 and 1924, more than between 1907 and 1920.	<--Approximately 13,000 homes were built between 1921 and 1924, more than between 1907 and 1920.	wiki_1932959_66	Q_3358_3
-2.658513069152832	The north course hosted the first Los Angeles Open in 1926, and it returned four times: 1934, 1935, 1936, and 1940.	<--The north course hosted the first Los Angeles Open in 1926, and it returned four times: 1934, 1935, 1936, and 1940.	wiki_5313903_18	Q_3358_3
